,codigo_trecho,vl_km_inic,vl_km_fina,vl_extensa,VMDa_C,VMDa_D,ds_sup_fed,GEH,acidentes_sem_vitima,acidentes_com_vitima,acidentes_com_mortos,acidentes_totais,UPS_medio,UPS_max,UPS_min,VDM,ICA_medio,ICA_max,ICA_min,tipo_pista,tipo_area,tipo_terreno
0,010BMA0370,34.0,128.8,94.8,611.0,658.0,PAV,A,1.0,5.0,2.0,8.0,10.4,16.0,5.0,2726.0,6.2334,8.035,5.111,Simples,Rural,Plano
1,010BMA0390,128.8,156.4,27.6,2654.0,2472.0,PAV,,1.0,9.0,1.0,11.0,7.375,15.0,1.0,4669.0,5.726,8.035,4.938,Simples,Rural,Ondulado
2,010BMA0400,156.4,176.8,20.4,1960.0,1959.0,PAV,,2.0,6.0,1.0,9.0,7.5,13.0,1.0,3892.0,5.540666666666667,8.035,4.938,Simples,Rural,Ondulado
3,010BMA0410,176.8,203.5,26.7,2036.0,2032.0,PAV,,1.0,6.0,2.0,9.0,9.5,19.0,5.0,4042.0,5.530166666666666,7.799,4.938,Simples,Rural,Plano
4,010BMA0420,203.5,223.1,19.6,1809.0,1817.0,PAV,,0.0,4.0,2.0,6.0,9.2,13.0,5.0,3601.0,5.007199999999999,5.111,4.938,Simples,Rural,Ondulado
5,010BMA0430,246.4,253.6,7.2,2298.0,2340.0,PAV,,10.0,45.0,10.0,65.0,20.27777777777778,55.0,5.0,4934.0,6.481222222222223,8.035,5.111,Simples,Rural,Plano
6,010BMA0450,260.8,295.2,34.4,2701.0,2785.0,PAV,A,10.0,68.0,2.0,80.0,15.666666666666666,64.0,1.0,8396.0,5.613875,7.799,4.938,Simples,Rural,Ondulado
7,010BMA0460,295.2,319.8,24.6,2430.0,2323.0,PAV,,2.0,9.0,4.0,15.0,9.0,15.0,1.0,5555.0,5.0908181818181815,5.346,4.938,Simples,Rural,Plano
8,010BMA0470,319.8,378.7,58.9,1772.0,1708.0,PAV,,2.0,11.0,2.0,15.0,6.916666666666667,18.0,1.0,3355.0,5.277333333333333,7.799,4.938,Simples,Rural,Plano
9,010BPA0490,0.0,18.0,18.0,1778.0,1718.0,PAV,,2.0,13.0,2.0,17.0,13.285714285714286,26.0,5.0,3291.0,5.896857142857143,8.035,4.938,Simples,Rural,Ondulado
10,010BPA0510,18.0,83.5,65.5,1461.0,1579.0,PAV,,1.0,7.0,7.0,15.0,9.071428571428571,18.0,1.0,2179.0,5.709285714285714,8.035,4.938,Simples,Rural,Ondulado
11,010BPA0530,83.5,165.8,82.3,1235.0,1201.0,PAV,A,2.0,13.0,3.0,18.0,5.888888888888889,13.0,1.0,2037.0,5.0952222222222225,5.346,4.938,Simples,Rural,Plano
12,010BPA0550,165.8,176.1,10.3,2507.0,2618.0,PAV,,0.0,2.0,0.0,2.0,5.0,5.0,5.0,2954.0,5.111,5.111,5.111,Simples,Rural,Plano
13,010BPA0570,176.1,272.0,95.9,2303.0,2478.0,PAV,A,3.0,13.0,8.0,24.0,8.19047619047619,18.0,1.0,2441.0,5.6071904761904765,8.035,4.938,Simples,Rural,Plano
14,010BPA0590,272.0,299.6,27.6,2228.0,2277.0,PAV,,1.0,7.0,2.0,10.0,6.888888888888889,26.0,1.0,2635.0,5.987777777777778,7.799,4.938,Simples,Rural,Plano
15,010BPA0610,299.6,307.4,7.8,2308.0,2414.0,PAV,,0.0,1.0,1.0,2.0,9.0,13.0,5.0,2932.0,5.1419999999999995,5.346,4.938,Simples,N/A,Montanhoso
16,010BPA0630,307.4,313.1,5.7,2556.0,2477.0,PAV,,0.0,1.0,0.0,1.0,5.0,5.0,5.0,3520.0,5.111,5.111,5.111,Simples,Rural,Plano
17,010BPA0650,313.1,321.7,8.6,2555.0,2478.0,PAV,,0.0,2.0,3.0,5.0,9.8,13.0,5.0,3520.0,5.111,5.111,5.111,Simples,Rural,Plano
18,010BPA0670,321.7,353.7,32.0,3145.0,2629.0,PAV,,0.0,12.0,7.0,19.0,10.785714285714286,26.0,5.0,4336.0,5.666785714285714,8.035,4.938,Simples,Rural,Plano
19,010BPA0690,353.7,355.0,1.3,3145.0,2629.0,PAV,,0.0,5.0,1.0,6.0,38.0,38.0,38.0,4336.0,7.799,7.799,7.799,Simples,Urbana,Plano
20,010BTO0225,219.1,241.4,22.3,618.0,501.0,PAV,,0.0,1.0,0.0,1.0,5.0,5.0,5.0,1047.0,4.938,4.938,4.938,Simples,Rural,Ondulado
21,010BTO0280,452.8,464.3,11.5,2540.0,3206.0,DUP,,3.0,0.0,0.0,3.0,1.5,2.0,1.0,4335.0,5.0245,5.111,4.938,Simples,Rural,Ondulado
22,020BBA0220,0.0,18.1,18.1,1425.0,1368.0,PAV,,0.0,3.0,3.0,6.0,13.5,18.0,10.0,2780.0,5.06775,5.111,4.938,Simples,Rural,Plano
23,020BBA0225,18.1,75.7,57.6,863.0,1102.0,PAV,,1.0,4.0,3.0,8.0,8.571428571428571,13.0,1.0,1679.142857142857,5.111,5.111,5.111,Simples,Rural,Plano
24,020BBA0230,75.7,129.9,54.2,1417.0,1467.0,PAV,A,2.0,6.0,1.0,9.0,5.625,14.0,1.0,1524.0,5.111,5.111,5.111,Simples,Rural,Plano
25,020BBA0235,129.9,135.9,6.0,1347.0,1393.0,PAV,,0.0,3.0,2.0,5.0,13.666666666666666,18.0,10.0,1352.0,5.189333333333333,5.346,5.111,Simples,Rural,Plano
26,020BBA0240,135.9,212.1,76.2,1347.0,1393.0,PAV,,3.0,10.0,5.0,18.0,7.866666666666666,18.0,1.0,1352.0,5.1151333333333335,5.346,4.938,Simples,Rural,Plano
27,020BCE0510,0.0,34.7,34.7,802.0,925.0,PAV,,0.0,2.0,0.0,2.0,10.0,10.0,10.0,1913.0,5.111,5.111,5.111,Simples,Rural,Plano
28,020BCE0520,34.7,65.3,30.6,981.0,1032.0,PAV,,0.0,3.0,0.0,3.0,5.0,5.0,5.0,1772.0,4.995666666666666,5.111,4.938,Simples,Rural,Ondulado
29,020BCE0530,65.3,83.1,17.8,981.0,1032.0,PAV,A,1.0,2.0,0.0,3.0,5.5,10.0,1.0,1772.0,7.917,8.035,7.799,Simples,Urbana,Ondulado
30,020BCE0540,83.1,155.8,72.7,533.0,683.0,PAV,,3.0,5.0,2.0,10.0,6.75,18.0,1.0,2250.0,5.777,8.035,4.938,Simples,Rural,Ondulado
31,020BCE0550,155.8,203.2,47.4,416.0,496.0,PAV,A,4.0,7.0,2.0,13.0,10.833333333333334,52.0,1.0,2237.5,5.959833333333333,8.035,4.938,Simples,Rural,Ondulado
32,020BCE0560,203.2,239.1,35.9,1611.0,1522.0,PAV,,1.0,5.0,1.0,7.0,9.75,23.0,1.0,3420.0,7.14275,8.035,4.938,Simples,Urbana,Ondulado
33,020BCE0570,239.1,253.6,14.5,1614.0,1767.0,PAV,,0.0,1.0,0.0,1.0,5.0,5.0,5.0,3420.0,8.035,8.035,8.035,Simples,Urbana,Ondulado
34,020BCE0580,253.6,279.9,26.3,978.0,1214.0,PAV,A,0.0,4.0,0.0,4.0,5.0,5.0,5.0,3568.0,7.2017500000000005,8.035,4.938,Simples,Urbana,Ondulado
35,020BCE0590,279.9,308.8,28.9,2332.0,2698.0,PAV,,0.0,9.0,2.0,11.0,7.888888888888889,13.0,5.0,3496.0,5.703111111111111,8.035,4.938,Simples,Rural,Ondulado
36,020BCE0600,308.8,326.2,17.4,2165.0,2766.0,PAV,,1.0,10.0,0.0,11.0,8.5,16.0,5.0,4719.0,6.096,8.035,4.938,Simples,Rural,Ondulado
37,020BCE0610,326.2,335.5,9.3,2249.0,2842.0,PAV,,3.0,4.0,0.0,7.0,4.6,7.0,1.0,5619.0,5.5920000000000005,8.035,4.938,Simples,Rural,Ondulado
38,020BCE0630,335.5,348.5,13.0,3057.0,3454.0,PAV,,2.0,2.0,0.0,4.0,3.0,5.0,1.0,5688.0,5.0245,5.111,4.938,Simples,Rural,Ondulado
39,020BCE0640,348.5,358.9,10.4,3051.0,3448.0,PAV,,0.0,1.0,0.0,1.0,5.0,5.0,5.0,5688.0,4.938,4.938,4.938,Simples,Rural,Ondulado
40,020BCE0650,358.9,406.6,47.7,2754.0,3132.0,PAV,,7.0,35.0,5.0,47.0,9.88,42.0,1.0,6061.0,5.726559999999999,8.035,4.938,Simples,Rural,Plano
41,020BDF0050,34.0,36.0,2.0,4460.0,4273.0,DUP,,1.0,0.0,1.0,2.0,14.0,14.0,14.0,9977.0,2.266,2.266,2.266,Dupla,Rural,Plano
42,020BDF0051,36.0,36.3,0.3,4460.0,4273.0,DUP,,0.0,1.0,1.0,2.0,18.0,18.0,18.0,7467.0,2.266,2.266,2.266,Dupla,Rural,Plano
43,020BDF0052,36.3,42.0,5.7,4460.0,4273.0,DUP,,1.0,4.0,0.0,5.0,21.0,21.0,21.0,7467.0,2.237,2.237,2.237,Dupla,Rural,Ondulado
44,020BDF0053,42.0,49.4,7.4,4460.0,4273.0,DUP,,3.0,8.0,1.0,12.0,11.2,26.0,1.0,7467.0,2.2602,2.266,2.237,Dupla,Rural,Plano
45,020BDF0054,49.4,52.3,2.9,4460.0,4273.0,DUP,,0.0,5.0,0.0,5.0,12.5,20.0,5.0,7467.0,2.2515,2.266,2.237,Dupla,Rural,Ondulado
46,020BDF0060,52.3,57.9,5.6,4460.0,4273.0,DUP,,0.0,6.0,1.0,7.0,14.333333333333334,25.0,5.0,7467.0,2.2563333333333335,2.266,2.237,Dupla,Rural,Plano
47,020BGO0090,0.0,3.7,3.7,4627.0,4393.0,PAV,,3.0,6.0,0.0,9.0,11.0,16.0,6.0,7715.0,8.035,8.035,8.035,Simples,Urbana,Ondulado
48,020BGO0110,3.7,22.0,18.3,4391.0,4299.0,PAV,A,11.0,18.0,4.0,33.0,10.928571428571429,21.0,1.0,7281.0,6.522428571428571,8.035,5.111,Simples,Rural,Plano
49,020BGO0120,22.0,31.0,9.0,2556.0,1904.0,PAV,,2.0,5.0,0.0,7.0,4.5,10.0,1.0,4356.833333333333,5.579833333333333,8.035,4.938,Simples,Rural,Ondulado
50,020BGO0130,31.0,72.8,41.8,2467.0,1869.0,PAV,,1.0,14.0,3.0,18.0,9.166666666666666,30.0,1.0,3595.0,5.51575,7.799,4.938,Simples,Rural,Plano
51,020BGO0150,72.8,105.3,32.5,2229.0,1810.0,PAV,,1.0,14.0,3.0,18.0,8.461538461538462,26.0,1.0,3442.076923076923,5.317769230769231,7.799,5.111,Simples,Rural,Plano
52,020BGO0160,105.3,143.3,38.0,1566.0,1613.0,PAV,,3.0,8.0,0.0,11.0,4.777777777777778,15.0,1.0,3101.0,5.708333333333333,7.799,5.111,Simples,Rural,Plano
53,020BGO0170,143.3,180.7,37.4,1566.0,1613.0,PAV,,4.0,13.0,6.0,23.0,10.5,28.0,1.0,3101.0,5.6915,8.035,4.938,Simples,Rural,Plano
54,020BGO0190,180.7,185.7,5.0,1536.0,1548.5,PAV,,2.0,6.0,0.0,8.0,10.666666666666666,16.0,5.0,3020.0,6.8453333333333335,7.799,4.938,Simples,Urbana,Plano
55,020BGO0195,185.7,214.7,29.0,1307.0,1315.0,PAV,,2.0,6.0,0.0,8.0,5.333333333333333,10.0,1.0,2723.0,5.063666666666666,5.346,4.938,Simples,Rural,Ondulado
56,020BGO0200,214.7,229.7,15.0,1307.0,1315.0,PAV,,2.0,2.0,0.0,4.0,4.0,6.0,1.0,2723.0,4.995666666666666,5.111,4.938,Simples,Rural,Ondulado
57,020BGO0210,229.7,252.5,22.8,1425.0,1368.0,PAV,,0.0,4.0,2.0,6.0,7.666666666666667,13.0,5.0,2780.0,6.9816666666666665,8.035,5.111,Simples,Urbana,Plano
58,020BPI0493,328.6,343.6,15.0,1606.0,1715.0,PAV,,0.0,1.0,0.0,1.0,5.0,5.0,5.0,3510.0,5.111,5.111,5.111,Simples,Rural,Plano
59,020BPI0495,343.6,413.0,69.4,803.0,891.0,PAV,,1.0,3.0,5.0,9.0,9.0,13.0,1.0,1879.0,5.072555555555556,5.111,4.938,Simples,Rural,Plano
60,030BBA0310,435.0,469.0,34.0,1545.0,1228.0,PAV,,1.0,1.0,1.0,3.0,6.333333333333333,13.0,1.0,1528.3333333333333,5.053333333333334,5.111,4.938,Simples,Rural,Plano
61,030BBA0320,469.0,474.0,5.0,1729.0,1328.0,PAV,,0.0,1.0,1.0,2.0,9.0,13.0,5.0,1245.0,4.938,4.938,4.938,Simples,Rural,Ondulado
62,030BBA0330,484.0,512.0,28.0,1011.0,863.0,PAV,,0.0,3.0,1.0,4.0,7.0,13.0,5.0,1199.0,5.06775,5.111,4.938,Simples,Rural,Plano
63,030BBA0335,512.0,529.4,17.4,1780.0,1584.0,PAV,A,1.0,2.0,3.0,6.0,8.333333333333334,13.0,1.0,1200.3333333333333,5.053333333333334,5.111,4.938,Simples,Rural,Plano
64,030BBA0345,537.3,587.3,50.0,987.0,834.0,PAV,,0.0,3.0,0.0,3.0,5.0,5.0,5.0,2124.3333333333335,5.053333333333334,5.111,4.938,Simples,Rural,Plano
65,040BDF0010,0.0,2.2,2.2,21557.0,23478.0,DUP,,11.0,31.0,0.0,42.0,83.0,102.0,64.0,39497.0,4.971,4.971,4.971,Dupla,Urbana,Plano
66,040BDF0012,2.2,5.0,2.8,21551.0,22853.0,DUP,,5.0,29.0,1.0,35.0,81.5,106.0,57.0,38230.0,4.971,4.971,4.971,Dupla,Urbana,Plano
67,040BDF0015,5.0,5.6,0.6,21551.0,22853.0,DUP,,3.0,12.0,0.0,15.0,63.0,63.0,63.0,38230.0,4.971,4.971,4.971,Dupla,Urbana,Plano
68,040BDF0017,5.6,8.2,2.6,21551.0,22853.0,DUP,,3.0,29.0,0.0,32.0,74.0,78.0,70.0,38230.0,4.971,4.971,4.971,Dupla,Urbana,Plano
69,040BDF0020,8.2,8.4,0.2,22508.0,22913.0,DUP,,0.0,1.0,0.0,1.0,5.0,5.0,5.0,38230.0,4.971,4.971,4.971,Dupla,Urbana,Plano
70,040BGO0030,0.0,24.1,24.1,22508.0,22913.0,DUP,,63.0,286.0,8.0,357.0,69.43478260869566,185.0,10.0,38797.0,4.886956521739131,4.971,3.616,Dupla,Urbana,Plano
71,040BGO0050,24.1,95.7,71.6,3455.5,3227.5,PAV,A,11.0,33.0,8.0,52.0,8.75,38.0,1.0,4917.75,5.5575,8.035,4.938,Simples,Rural,Plano
72,040BGO0070,95.7,157.3,61.6,1971.0,2147.0,PAV,,6.0,20.0,2.0,28.0,6.6,18.0,1.0,3381.0,5.3625,7.799,4.938,Simples,Rural,Plano
73,040BMG0090,0.0,44.1,44.1,1972.0,2145.0,PAV,A,9.0,46.0,4.0,59.0,15.31578947368421,79.0,1.0,3381.0,6.033789473684211,8.035,4.938,Simples,Rural,Plano
74,040BMG0097,44.1,50.6,6.5,2228.0,2078.0,PAV,,1.0,12.0,0.0,13.0,15.25,45.0,5.0,3623.0,6.9517500000000005,8.035,5.111,Simples,Urbana,Ondulado
75,040BMG0100,50.6,68.5,17.9,2229.0,2080.0,PAV,,3.0,8.0,2.0,13.0,8.625,24.0,1.0,3623.0,5.111,5.111,5.111,Simples,Rural,Plano
76,040BMG0110,68.5,87.8,19.3,2229.0,2080.0,PAV,,3.0,7.0,1.0,11.0,6.375,13.0,1.0,3623.0,5.0893749999999995,5.111,4.938,Simples,Rural,Plano
77,040BMG0120,87.8,118.9,31.1,2229.0,2080.0,PAV,A,1.0,12.0,0.0,13.0,6.1,10.0,1.0,3623.0,5.0764,5.111,4.938,Simples,Rural,Plano
78,040BMG0130,118.9,145.2,26.3,1897.0,1695.0,PAV,,3.0,32.0,3.0,38.0,11.882352941176471,27.0,1.0,2978.0,5.833529411764706,8.035,4.938,Simples,Rural,Plano
79,040BMG0150,145.2,224.7,79.5,1789.0,1713.0,PAV,A,2.0,29.0,4.0,35.0,8.652173913043478,23.0,1.0,2939.0,5.053521739130434,5.346,4.938,Simples,Rural,Plano
80,040BMG0170,224.7,285.7,61.0,1722.0,1595.0,PAV,A,7.0,40.0,2.0,49.0,8.961538461538462,25.0,1.0,2774.0,5.976500000000001,8.035,4.938,Simples,Rural,Plano
81,040BMG0190,285.7,310.9,25.2,1912.5,1839.0,PAV,,4.0,11.0,2.0,17.0,9.444444444444445,18.0,1.0,3035.3333333333335,5.034111111111111,5.111,4.938,Simples,Rural,Plano
82,040BMG0195,310.9,339.7,28.8,1923.0,1836.0,PAV,A,1.0,8.0,1.0,10.0,6.75,23.0,1.0,3070.0,5.06775,5.111,4.938,Simples,Rural,Plano
83,040BMG0200,339.7,360.7,21.0,1923.0,1836.0,PAV,,3.0,7.0,0.0,10.0,6.333333333333333,10.0,1.0,3070.0,5.111,5.111,5.111,Simples,Rural,Plano
84,040BMG0210,360.7,384.9,24.2,2159.0,2027.0,PAV,,2.0,7.0,2.0,11.0,7.875,18.0,1.0,3418.0,5.046125,5.111,4.938,Simples,Rural,Plano
85,040BMG0217,384.9,413.8,28.9,2159.0,2027.0,PAV,A,2.0,9.0,1.0,12.0,7.5,13.0,5.0,3418.0,5.0893749999999995,5.111,4.938,Simples,Rural,Plano
86,040BMG0230,413.8,423.7,9.9,1943.0,1944.0,PAV,A,0.0,9.0,1.0,10.0,14.5,38.0,5.0,5343.0,5.73975,7.799,4.938,Simples,Rural,Plano
87,040BMG0240,423.7,437.7,14.0,5306.0,5511.0,DUP,,7.0,8.0,3.0,18.0,9.555555555555555,27.0,1.0,12997.0,2.556888888888889,4.971,2.237,Dupla,Rural,Plano
88,040BMG0250,437.7,446.0,8.3,5306.0,5511.0,DUP,,3.0,14.0,2.0,19.0,14.142857142857142,26.0,5.0,12997.0,3.811714285714286,4.971,2.266,Dupla,Urbana,Plano
89,040BMG0260,446.0,448.0,2.0,5269.0,5106.0,DUP,,0.0,7.0,2.0,9.0,30.5,56.0,5.0,12997.0,4.971,4.971,4.971,Dupla,Urbana,Plano
90,040BMG0270,448.0,471.3,23.3,5938.0,5337.0,DUP,,13.0,81.0,4.0,98.0,20.434782608695652,47.0,5.0,12997.0,2.4359565217391306,4.971,2.237,Dupla,Rural,Plano
91,040BMG0290,471.3,473.3,2.0,5938.0,5337.0,DUP,,0.0,8.0,0.0,8.0,40.0,40.0,40.0,12997.0,4.971,4.971,4.971,Dupla,Urbana,Plano
92,040BMG0330,473.3,508.7,35.4,12736.0,12651.0,DUP,B,22.0,80.0,5.0,107.0,15.21875,37.0,1.0,24455.0,3.3283750000000003,4.971,2.237,Dupla,Rural,Plano
93,040BMG0360,508.7,533.2,24.5,26065.0,27485.5,DUP,,45.0,340.0,10.0,395.0,81.52173913043478,140.0,35.0,54923.217391304344,4.5845652173913045,4.971,3.616,Dupla,Urbana,Ondulado
94,040BMG0370,533.2,535.8,2.6,46682.0,48464.0,DUP,,0.0,1.0,0.0,1.0,5.0,5.0,5.0,56670.0,4.682,4.682,4.682,Dupla,Urbana,Ondulado
95,040BMG0400,544.0,564.1,20.1,15257.0,14195.0,DUP,,22.0,111.0,5.0,138.0,35.666666666666664,90.0,10.0,49819.0,4.659888888888889,4.971,3.616,Dupla,Urbana,Ondulado
96,040BMG0410,564.1,576.3,12.2,10190.0,8819.0,PAV,,16.0,70.0,7.0,93.0,16.321428571428573,49.0,2.0,18146.928571428572,6.201357142857143,8.035,4.938,Simples,Rural,Ondulado
97,040BMG0430,598.4,612.3,13.9,10189.0,8819.0,PAV,,6.0,35.0,3.0,44.0,20.0,62.0,5.0,15585.0,6.615818181818182,8.035,4.938,Simples,Urbana,Ondulado
98,040BMG0450,612.3,616.2,3.9,5674.0,5008.0,PAV,,3.0,19.0,3.0,25.0,45.666666666666664,58.0,31.0,11525.666666666666,7.956333333333333,8.035,7.799,Simples,Urbana,Ondulado
99,040BMG0457,616.2,618.0,1.8,6017.0,5086.0,PAV,,2.0,7.0,0.0,9.0,37.0,37.0,37.0,9496.0,8.035,8.035,8.035,Simples,Urbana,Ondulado
100,040BMG0470,618.0,630.1,12.1,5607.0,4878.0,PAV,,6.0,29.0,3.0,38.0,19.0,56.0,1.0,9397.5,7.7761,8.035,6.626,Simples,Urbana,Plano
101,040BMG0490,630.1,667.9,37.8,5589.25,5119.5,PAV,A,5.0,75.0,13.0,93.0,17.70967741935484,50.0,5.0,9375.064516129032,6.440774193548387,8.035,4.938,Simples,Urbana,Ondulado
102,040BMG0510,667.9,701.1,33.2,5648.5,4324.5,PAV,,8.0,47.0,7.0,62.0,12.37037037037037,53.0,1.0,10061.888888888889,6.005814814814816,8.035,4.938,Simples,Rural,Ondulado
103,040BMG0520,701.1,703.6,2.5,5544.0,4223.0,DUP,,2.0,3.0,0.0,5.0,17.0,17.0,17.0,9913.0,2.41,2.41,2.41,Dupla,Rural,Montanhoso
104,040BMG0530,703.6,705.8,2.2,3541.0,1382.0,DUP,,4.0,29.0,2.0,35.0,14.583333333333334,51.0,5.0,10960.666666666666,2.6975000000000002,4.971,2.237,Dupla,Rural,Plano
105,040BMG0550,719.5,736.9,17.4,5732.0,6209.0,DUP,,2.0,27.0,1.0,30.0,12.5,28.0,5.0,11660.0,2.28275,2.41,2.237,Dupla,Rural,Plano
106,040BMG0565,736.9,744.4,7.5,5610.0,6221.0,PAV,,3.0,10.0,5.0,18.0,14.75,40.0,5.0,11117.0,5.397625,7.799,4.938,Simples,Rural,Ondulado
107,040BMG0570,744.4,776.1,31.7,5009.333333333333,5517.666666666667,PAV,A,8.0,45.0,2.0,55.0,11.772727272727273,61.0,1.0,9725.90909090909,7.475909090909091,8.035,5.111,Simples,Urbana,Ondulado
108,040BMG0580,776.1,783.8,7.7,4676.0,5212.0,PAV,,2.0,10.0,1.0,13.0,13.0,26.0,5.0,9902.6,7.424200000000001,8.035,6.626,Simples,Urbana,Montanhoso
109,040BMG0590,783.8,787.0,3.2,5871.0,6370.0,PAV,,2.0,11.0,2.0,15.0,41.5,54.0,29.0,11528.0,7.330500000000001,8.035,6.626,Simples,Urbana,Montanhoso
110,040BMG0595,787.0,792.5,5.5,3239.0,3034.0,PAV,,3.0,21.0,1.0,25.0,30.25,40.0,26.0,7118.0,7.62375,8.035,6.626,Simples,Urbana,Ondulado
111,040BMG0600,792.5,801.7,9.2,3240.0,3035.0,PAV,,3.0,13.0,1.0,17.0,16.2,24.0,5.0,5648.0,7.706,8.035,6.626,Simples,Urbana,Ondulado
112,040BMG0610,801.7,805.1,3.4,3355.0,3446.0,DUP,,0.0,6.0,1.0,7.0,14.333333333333334,20.0,10.0,5932.666666666667,4.874666666666667,4.971,4.682,Dupla,Urbana,Plano
113,040BMG0630,805.1,812.5,7.4,3355.0,3446.0,DUP,,0.0,13.0,0.0,13.0,13.0,25.0,5.0,6075.0,4.739800000000001,4.971,4.682,Dupla,Urbana,Ondulado
114,040BMG0650,812.5,831.4,18.9,4996.0,5360.0,DUP,B,2.0,20.0,0.0,22.0,10.2,25.0,1.0,9604.0,2.7664,4.682,2.237,Dupla,Rural,Ondulado
115,040BRJ0670,0.0,7.4,7.4,5070.0,5389.0,DUP,B,3.0,11.0,0.0,14.0,11.6,22.0,5.0,1980.0,3.2496,4.682,2.237,Dupla,Rural,Ondulado
116,040BRJ0690,7.4,21.7,14.3,4800.0,4659.0,DUP,,1.0,11.0,0.0,12.0,9.333333333333334,20.0,1.0,3504.5,3.3348333333333335,4.971,2.237,Dupla,Rural,Ondulado
117,040BRJ0730,22.5,39.0,16.5,6069.0,5904.0,DUP,A,5.0,25.0,0.0,30.0,13.0,35.0,2.0,12056.0,3.8731999999999998,4.682,2.237,Dupla,Urbana,Ondulado
118,040BRJ0770,39.0,51.7,12.7,5820.0,5700.0,DUP,A,8.0,26.0,2.0,36.0,14.909090909090908,36.0,1.0,10307.818181818182,4.276272727272727,4.971,3.616,Dupla,Urbana,Montanhoso
119,040BRJ0790,51.7,58.0,6.3,5820.0,5700.0,DUP,,4.0,13.0,2.0,19.0,19.0,26.0,13.0,10133.0,4.5266,4.971,3.616,Dupla,Urbana,Ondulado
120,040BRJ0810,58.0,62.5,4.5,5624.0,5561.0,DUP,,1.0,26.0,2.0,29.0,39.25,96.0,15.0,10741.25,4.48775,4.971,3.616,Dupla,Urbana,Ondulado
121,040BRJ0830,62.5,64.0,1.5,5624.0,5561.0,DUP,,0.0,2.0,0.0,2.0,10.0,10.0,10.0,10944.0,3.616,3.616,3.616,Dupla,Urbana,Montanhoso
122,040BRJ0850,64.0,65.5,1.5,5624.0,,DUP,,1.0,3.0,0.0,4.0,16.0,16.0,16.0,10944.0,4.682,4.682,4.682,Dupla,Urbana,Ondulado
123,040BRJ0870,65.5,82.9,17.4,5625.0,,DUP,,11.0,80.0,3.0,94.0,30.0,72.0,10.0,5386.0,4.1002,4.971,3.616,Dupla,Urbana,Montanhoso
124,040BRJ0890,82.9,89.0,6.1,9128.0,,DUP,,8.0,32.0,1.0,41.0,30.166666666666668,49.0,15.0,9125.0,4.4238333333333335,4.971,2.266,Dupla,Urbana,Plano
125,040BRJ0910,89.0,102.1,13.1,9128.0,,DUP,,14.0,90.0,2.0,106.0,37.69230769230769,94.0,5.0,9125.0,4.045307692307692,4.971,2.237,Dupla,Urbana,Plano
126,040BRJ0930,102.1,108.8,6.7,9128.0,12620.0,DUP,,13.0,77.0,4.0,94.0,90.0,153.0,15.0,51245.0,4.7976,4.971,4.682,Dupla,Urbana,Ondulado
127,040BRJ0950,108.8,111.5,2.7,7716.0,7703.0,DUP,,14.0,65.0,0.0,79.0,169.5,176.0,163.0,14456.0,4.682,4.682,4.682,Dupla,Urbana,Ondulado
128,040BRJ0970,111.5,117.0,5.5,4394.0,5087.0,DUP,,10.0,76.0,5.0,91.0,91.0,126.0,62.0,8939.0,4.8554,4.971,4.682,Dupla,Urbana,Plano
129,040BRJ0990,117.0,124.0,7.0,31972.0,32881.0,DUP,,17.0,155.0,4.0,176.0,120.57142857142857,191.0,77.0,56945.0,4.888428571428571,4.971,4.682,Dupla,Urbana,Plano
130,040BRJ0995,124.0,125.2,1.2,31970.0,32881.0,DUP,,0.0,10.0,0.0,10.0,50.0,50.0,50.0,64946.0,4.971,4.971,4.971,Dupla,Urbana,Plano
131,050BGO0070,95.7,106.7,11.0,2297.0,2400.0,PAV,,4.0,33.0,3.0,40.0,20.8,35.0,5.0,3326.0,6.1752,8.035,4.938,Simples,Rural,Plano
132,050BGO0075,106.7,119.2,12.5,2297.0,2400.0,PAV,,2.0,7.0,4.0,13.0,8.9,18.0,1.0,3326.0,5.111,5.111,5.111,Simples,Rural,Plano
133,050BGO0080,119.2,125.2,6.0,2297.0,2400.0,PAV,,3.0,3.0,0.0,6.0,4.5,11.0,1.0,3326.0,5.111,5.111,5.111,Simples,Rural,Plano
134,050BGO0090,125.2,154.5,29.3,2297.0,2400.0,PAV,A,3.0,18.0,0.0,21.0,6.642857142857143,15.0,1.0,3326.0,5.111,5.111,5.111,Simples,Rural,Plano
135,050BGO0095,154.5,163.5,9.0,2174.0,2296.0,PAV,,1.0,3.0,0.0,4.0,5.333333333333333,6.0,5.0,2978.0,5.111,5.111,5.111,Simples,Rural,Plano
136,050BGO0110,163.5,207.6,44.1,2174.0,2296.0,PAV,,2.0,21.0,2.0,25.0,7.0,23.0,1.0,2978.0,5.255736842105263,7.799,4.938,Simples,Rural,Plano
137,050BGO0120,207.6,209.8,2.2,3061.0,3208.0,PAV,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4842.0,8.035,8.035,8.035,Simples,Urbana,Ondulado
138,050BGO0130,209.8,245.4,35.6,2180.0,2320.0,PAV,A,3.0,17.0,1.0,21.0,8.416666666666666,21.0,1.0,3202.0,5.574666666666666,8.035,4.938,Simples,Rural,Plano
139,050BGO0135,245.4,265.1,19.7,2180.0,2320.0,PAV,,2.0,22.0,2.0,26.0,12.545454545454545,53.0,1.0,3202.0,5.085181818181818,5.346,4.938,Simples,Rural,Plano
