,codigo_trecho,vl_km_inic,vl_km_fina,vl_extensa,VMDa_C,VMDa_D,ds_sup_fed,GEH,acidentes_sem_vitima,acidentes_com_vitima,acidentes_com_mortos,acidentes_totais,UPS_medio,UPS_max,UPS_min,VDM,ICA_medio,ICA_max,ICA_min,tipo_pista,tipo_area,tipo_terreno
760,116BPR2800,156.3,170.6,14.3,2755.0,3078.0,PAV,,9.0,17.0,4.0,30.0,13.272727272727273,24.0,3.0,5387.0,5.808363636363636,8.035,4.938,Simples,Rural,Ondulado
761,116BPR2803,170.6,194.8,24.2,2870.0,2999.0,PAV,,4.0,10.0,1.0,15.0,6.7,20.0,1.0,5475.0,5.0714999999999995,5.346,4.938,Simples,Rural,Ondulado
762,116BPR2810,194.8,214.9,20.1,3748.0,3813.0,PAV,A,6.0,27.0,3.0,36.0,12.857142857142858,33.0,1.0,6610.0,5.608642857142857,8.035,4.938,Simples,Rural,Ondulado
763,116BRJ1470,0.0,2.1,2.1,4934.5,4558.0,PAV,,2.0,7.0,1.0,10.0,50.0,50.0,50.0,10697.0,8.035,8.035,8.035,Simples,Urbana,Ondulado
764,116BRJ1480,2.1,24.2,22.1,1672.0,1680.0,PAV,B,3.0,8.0,3.0,14.0,9.11111111111111,23.0,1.0,4526.0,5.093222222222222,5.346,4.938,Simples,Rural,Ondulado
765,116BRJ1510,24.5,40.0,15.5,1679.0,1784.0,PAV,,4.0,8.0,1.0,13.0,7.125,19.0,1.0,4526.0,5.580125,8.035,4.938,Simples,N/A,Montanhoso
766,116BRJ1530,40.0,56.1,16.1,1880.0,1872.0,PAV,A,1.0,18.0,2.0,21.0,14.625,59.0,5.0,4589.0,5.2865,6.626,4.938,Simples,Rural,Plano
767,116BRJ1550,56.1,59.2,3.1,3919.0,3834.0,PAV,,0.0,3.0,2.0,5.0,20.5,31.0,10.0,7281.0,4.938,4.938,4.938,Simples,Rural,Ondulado
768,116BRJ1570,59.2,79.9,20.7,3921.0,3834.0,PAV,,12.0,60.0,2.0,74.0,18.77777777777778,71.0,5.0,7281.0,6.2355,8.035,4.938,Simples,Urbana,Ondulado
769,116BRJ1590,79.9,82.6,2.7,5384.0,5230.0,PAV,,5.0,22.0,1.0,28.0,11.636363636363637,23.0,1.0,5349.090909090909,7.351636363636363,8.035,6.626,Simples,Urbana,Montanhoso
770,116BRJ1610,92.5,108.0,15.5,4410.0,3584.0,PAV,,4.0,56.0,1.0,61.0,22.846153846153847,61.0,5.0,5473.0,6.343153846153846,8.035,4.938,Simples,Rural,Plano
771,116BRJ1625,108.0,109.5,1.5,4410.0,3584.0,DUP,,2.0,3.0,2.0,7.0,43.0,43.0,43.0,5473.0,4.971,4.971,4.971,Dupla,Urbana,Plano
772,116BRJ1630,109.5,115.5,6.0,8101.0,9714.0,DUP,A,3.0,15.0,1.0,19.0,18.2,38.0,5.0,14971.0,4.5844000000000005,4.971,3.616,Dupla,Urbana,Ondulado
773,116BRJ1650,115.5,126.3,10.8,8101.0,9714.0,DUP,,8.0,18.0,1.0,27.0,12.333333333333334,35.0,1.0,14971.0,4.659888888888889,4.971,3.616,Dupla,Urbana,Ondulado
774,116BRJ1670,126.3,141.3,15.0,10876.0,11630.0,DUP,A,21.0,78.0,5.0,104.0,34.0,76.0,11.0,19868.0,4.764571428571429,4.971,4.682,Dupla,Urbana,Ondulado
775,116BRJ1690,141.3,148.4,7.1,10875.0,11629.0,DUP,,5.0,26.0,0.0,31.0,45.0,61.0,35.0,19868.0,4.971,4.971,4.971,Dupla,Urbana,Plano
776,116BRJ1790,168.1,171.3,3.2,9017.0,5220.0,DUP,,13.0,46.0,2.0,61.0,134.5,185.0,84.0,13536.0,4.8265,4.971,4.682,Dupla,Urbana,Ondulado
777,116BRJ1800,171.3,174.2,2.9,9017.0,5220.0,DUP,,8.0,45.0,3.0,56.0,136.0,205.0,67.0,13536.0,4.8265,4.971,4.682,Dupla,Urbana,Ondulado
778,116BRJ1810,174.2,177.9,3.7,11236.0,5256.0,DUP,,10.0,57.0,5.0,72.0,180.0,264.0,96.0,13717.0,4.149,4.682,3.616,Dupla,Urbana,Montanhoso
779,116BRJ1830,177.9,181.3,3.4,11236.0,5255.0,DUP,,8.0,76.0,3.0,87.0,142.33333333333334,214.0,77.0,13717.0,4.778333333333333,4.971,4.682,Dupla,Urbana,Ondulado
780,116BRJ1850,181.3,185.4,4.1,13317.0,6959.0,DUP,,6.0,52.0,2.0,60.0,97.33333333333333,122.0,50.0,11696.0,4.971,4.971,4.971,Dupla,Urbana,Plano
781,116BRJ1853,185.4,196.1,10.7,13356.0,6966.0,DUP,,14.0,58.0,4.0,76.0,39.55555555555556,68.0,21.0,11701.0,4.842555555555555,4.971,4.682,Dupla,Urbana,Plano
782,116BRJ1870,196.1,204.3,8.2,13229.0,6364.0,DUP,,7.0,14.0,2.0,23.0,14.714285714285714,23.0,10.0,10063.0,4.612285714285714,4.971,3.616,Dupla,Urbana,Ondulado
783,116BRJ1890,204.3,211.7,7.4,13229.0,6364.0,DUP,,5.0,14.0,2.0,21.0,16.833333333333332,40.0,1.0,10063.0,4.922833333333333,4.971,4.682,Dupla,Urbana,Plano
784,116BRJ1910,211.7,214.7,3.0,13120.0,11422.0,DUP,A,1.0,4.0,0.0,5.0,10.5,11.0,10.0,21161.0,4.971,4.971,4.971,Dupla,Urbana,Plano
785,116BRJ1930,214.7,217.7,3.0,14596.0,13584.0,DUP,,1.0,2.0,0.0,3.0,11.0,11.0,11.0,23673.0,2.237,2.237,2.237,Dupla,Rural,Ondulado
786,116BRJ1950,217.7,225.5,7.8,15421.0,14844.0,DUP,,15.0,20.0,1.0,36.0,18.285714285714285,46.0,7.0,23677.0,2.8245714285714287,4.971,2.237,Dupla,Rural,Ondulado
787,116BRJ1970,225.5,233.3,7.8,15421.0,,PAV,,8.0,21.0,2.0,31.0,19.857142857142858,34.0,5.0,13418.714285714286,5.912999999999999,8.035,5.346,Simples,N/A,Montanhoso
788,116BRJ1990,233.3,238.2,4.9,15421.0,14844.0,DUP,,5.0,9.0,2.0,16.0,19.0,35.0,1.0,23677.0,4.754250000000001,4.971,4.682,Dupla,Urbana,Ondulado
789,116BRJ2010,238.2,243.2,5.0,13031.0,12359.0,DUP,,4.0,11.0,0.0,15.0,14.75,22.0,1.0,22296.0,4.754250000000001,4.971,4.682,Dupla,Urbana,Ondulado
790,116BRJ2050,243.2,271.0,27.799999999999997,14595.0,14702.0,DUP,,15.0,50.0,6.0,71.0,16.333333333333332,57.0,1.0,25804.0,4.483238095238096,4.971,3.616,Dupla,Urbana,Ondulado
791,116BRJ2070,271.0,276.4,5.4,11805.0,11376.0,DUP,,1.0,22.0,1.0,24.0,24.8,48.0,10.0,21442.4,4.5266,4.971,3.616,Dupla,Urbana,Ondulado
792,116BRJ2090,276.4,278.9,2.5,13023.0,14597.0,DUP,,2.0,10.0,1.0,13.0,65.0,65.0,65.0,24496.0,4.682,4.682,4.682,Dupla,Urbana,Ondulado
793,116BRJ2110,278.9,296.1,17.2,13705.0,14099.0,DUP,,17.0,41.0,5.0,63.0,19.133333333333333,71.0,1.0,24705.0,2.9461333333333335,4.682,2.237,Dupla,Rural,Ondulado
794,116BRJ2130,296.1,310.8,14.7,19223.0,20384.0,DUP,,20.0,31.0,4.0,55.0,18.916666666666668,44.0,1.0,36160.0,4.737666666666667,4.971,3.616,Dupla,Urbana,Plano
795,116BRJ2150,310.8,316.9,6.1,17919.0,18202.0,DUP,,5.0,19.0,3.0,27.0,27.8,79.0,14.0,31252.0,4.43,4.971,2.266,Dupla,Urbana,Plano
796,116BRJ2170,316.9,324.2,7.3,17919.0,18202.0,DUP,A,4.0,25.0,1.0,30.0,28.4,55.0,15.0,31252.0,2.7954,4.971,2.237,Dupla,Rural,Plano
797,116BRJ2190,324.2,336.1,11.9,11139.0,11229.0,DUP,A,2.0,4.0,1.0,7.0,7.0,13.0,1.0,19678.0,2.7376,4.682,2.237,Dupla,Rural,Ondulado
798,116BRJ2210,336.1,339.6,3.5,10360.0,10871.0,DUP,,0.0,2.0,0.0,2.0,5.0,5.0,5.0,18330.0,2.237,2.237,2.237,Dupla,Rural,Ondulado
799,116BRS3010,0.0,37.3,37.3,2567.0,2579.0,PAV,,5.0,11.0,1.0,17.0,9.125,33.0,1.0,4722.0,5.7848749999999995,8.035,4.938,Simples,Rural,Ondulado
800,116BRS3020,37.3,38.5,1.2,3438.0,3219.0,PAV,,0.0,4.0,0.0,4.0,20.0,20.0,20.0,6492.0,7.799,7.799,7.799,Simples,Urbana,Plano
801,116BRS3030,38.5,57.4,18.9,2195.0,1957.0,PAV,,15.0,19.0,1.0,35.0,9.461538461538462,42.0,1.0,4015.0,5.525538461538461,7.799,4.938,Simples,Rural,Plano
802,116BRS3050,57.4,79.5,22.1,799.0,651.0,PAV,,2.0,5.0,1.0,8.0,8.0,14.0,1.0,1554.0,6.2804,8.035,5.111,Simples,Rural,Plano
803,116BRS3070,79.5,115.0,35.5,1292.0,1311.0,PAV,,9.0,18.0,1.0,28.0,7.466666666666667,31.0,1.0,2579.0,5.8248,8.035,4.938,Simples,Rural,Montanhoso
804,116BRS3080,115.0,142.0,27.0,1203.0,1224.0,PAV,,6.0,24.0,0.0,30.0,7.0,20.0,1.0,2747.0,5.724777777777778,8.035,4.938,Simples,Rural,Montanhoso
805,116BRS3090,142.0,144.6,2.6,1203.0,1224.0,DUP,,12.0,15.0,0.0,27.0,87.0,87.0,87.0,2747.0,4.682,4.682,4.682,Dupla,Urbana,Ondulado
806,116BRS3100,144.6,153.6,9.0,2429.0,2303.0,DUP,,12.0,30.0,0.0,42.0,81.0,93.0,69.0,5081.0,4.971,4.971,4.971,Dupla,Urbana,Plano
807,116BRS3110,153.6,171.8,18.2,2826.0,2786.0,PAV,,7.0,34.0,0.0,41.0,11.0625,61.0,1.0,6001.0,6.91225,8.035,4.938,Simples,Urbana,Plano
808,116BRS3130,171.8,183.8,12.0,3050.0,3125.0,PAV,,1.0,1.0,0.0,2.0,6.0,6.0,6.0,5781.0,6.626,6.626,6.626,Simples,Urbana,Montanhoso
809,116BRS3150,183.8,194.6,10.8,2814.0,2818.0,PAV,,1.0,8.0,0.0,9.0,8.2,20.0,5.0,6091.0,7.274000000000001,8.035,4.938,Simples,Urbana,Plano
810,116BRS3160,194.6,214.8,20.2,6117.0,5597.0,PAV,,3.0,15.0,1.0,19.0,7.583333333333333,20.0,1.0,14980.0,7.330500000000001,8.035,6.626,Simples,Urbana,Montanhoso
811,116BRS3165,214.8,230.5,15.7,8044.0,7259.0,PAV,A,7.0,37.0,0.0,44.0,17.454545454545453,48.0,5.0,21843.0,7.906272727272727,8.035,7.799,Simples,Urbana,Plano
812,116BRS3168,230.5,234.7,4.2,12308.0,11580.0,PAV,,6.0,31.0,1.0,38.0,58.0,97.0,31.0,25505.0,7.877666666666667,8.035,7.799,Simples,Urbana,Plano
813,116BRS3170,234.7,242.9,8.2,25881.0,24741.0,DUP,,19.0,56.0,1.0,76.0,44.57142857142857,119.0,16.0,48217.0,4.888428571428571,4.971,4.682,Dupla,Urbana,Plano
814,116BRS3190,242.9,254.1,11.2,46706.0,43775.0,DUP,A,52.0,183.0,4.0,239.0,101.9,240.0,33.0,86733.0,4.913200000000001,4.971,4.682,Dupla,Urbana,Plano
815,116BRS3210,254.1,261.6,7.5,7349.0,7336.0,DUP,,9.0,61.0,1.0,71.0,54.5,110.0,21.0,24967.166666666668,4.922833333333333,4.971,4.682,Dupla,Urbana,Plano
816,116BRS3230,261.6,270.4,8.8,3955.0,4724.0,DUP,,26.0,118.0,0.0,144.0,77.0,108.0,20.0,8065.0,4.971,4.971,4.971,Dupla,Urbana,Plano
817,116BRS3270,290.7,299.4,8.7,12888.0,12725.0,DUP,,13.0,14.0,1.0,28.0,13.714285714285714,44.0,1.0,25145.0,4.970999999999999,4.971,4.971,Dupla,Urbana,Plano
818,116BRS3290,319.4,327.7,8.3,3681.0,3517.0,PAV,,2.0,5.0,0.0,7.0,5.4,10.0,2.0,6210.0,4.9726,5.111,4.938,Simples,Rural,Ondulado
819,116BRS3295,327.7,336.7,9.0,3406.0,3251.0,PAV,,3.0,3.0,0.0,6.0,6.0,8.0,5.0,5608.0,4.995666666666666,5.111,4.938,Simples,Rural,Ondulado
820,116BRS3297,336.7,362.7,26.0,3324.0,3169.0,PAV,,9.0,21.0,3.0,33.0,11.76923076923077,41.0,1.0,5425.0,5.0444615384615386,5.111,4.938,Simples,Rural,Plano
821,116BRS3310,362.7,400.5,37.8,3224.0,3078.0,PAV,,6.0,21.0,1.0,28.0,8.266666666666667,31.0,1.0,5250.0,6.5414666666666665,8.035,4.938,Simples,Urbana,Plano
822,116BRS3330,400.5,427.0,26.5,3201.0,3114.0,PAV,,7.0,17.0,2.0,26.0,9.833333333333334,20.0,1.0,5417.0,5.569500000000001,8.035,4.938,Simples,Rural,Plano
823,116BRS3340,427.0,464.7,37.7,3234.0,3185.0,PAV,B,5.0,21.0,0.0,26.0,6.111111111111111,16.0,1.0,5724.0,5.390444444444444,7.799,4.938,Simples,Rural,Plano
824,116BRS3350,464.7,482.3,17.6,3242.0,3209.0,PAV,,1.0,13.0,1.0,15.0,7.9,18.0,5.0,5733.0,5.3576999999999995,8.035,4.938,Simples,Rural,Ondulado
825,116BRS3355,482.3,512.8,30.5,3257.0,3230.0,PAV,B,11.0,21.0,2.0,34.0,10.142857142857142,29.0,1.0,5847.0,6.067642857142857,8.035,4.938,Simples,Rural,Plano
826,116BRS3360,519.4,524.9,5.5,3257.0,3230.0,DUP,,2.0,24.0,0.0,26.0,20.333333333333332,36.0,5.0,5847.0,7.877666666666667,8.035,7.799,Simples,Urbana,Plano
827,116BRS3370,526.5,529.4,2.9,5734.0,5647.0,PAV,,4.0,15.0,0.0,19.0,39.5,52.0,27.0,10102.0,7.917,8.035,7.799,Simples,Urbana,Ondulado
828,116BRS3380,529.4,532.5,3.1,3210.0,3318.0,PAV,,5.0,10.0,0.0,15.0,27.5,39.0,16.0,8222.5,7.917,8.035,7.799,Simples,Urbana,Ondulado
829,116BRS3390,532.5,566.4,33.9,1429.0,1418.0,PAV,A,2.0,10.0,1.0,13.0,16.25,30.0,6.0,2620.0,6.4864999999999995,8.035,4.938,Simples,Rural,Ondulado
830,116BRS3410,566.4,584.2,17.8,1350.0,1342.0,PAV,,2.0,2.0,1.0,5.0,5.0,13.0,1.0,2372.0,5.0764,5.111,4.938,Simples,Rural,Plano
831,116BRS3430,584.2,614.7,30.5,1350.0,1342.0,PAV,A,2.0,6.0,0.0,8.0,4.0,5.0,1.0,2372.0,5.382125,7.799,4.938,Simples,Rural,Plano
832,116BRS3450,614.7,659.9,45.2,1599.0,1549.0,PAV,,7.0,6.0,1.0,14.0,6.25,26.0,1.0,2973.0,5.790875,8.035,4.938,Simples,Rural,Plano
833,116BSC2830,0.0,4.7,4.7,4146.0,4480.0,PAV,,3.0,7.0,0.0,10.0,12.666666666666666,20.0,6.0,6428.0,7.877666666666667,8.035,7.799,Simples,Urbana,Plano
834,116BSC2850,4.7,12.4,7.7,4036.0,4281.0,PAV,,8.0,27.0,1.0,36.0,22.285714285714285,37.0,14.0,7529.0,6.6648571428571435,8.035,4.938,Simples,Urbana,Ondulado
835,116BSC2870,12.4,23.6,11.2,1869.0,2732.0,PAV,,0.0,11.0,1.0,12.0,9.714285714285714,23.0,5.0,3760.0,4.962714285714285,5.111,4.938,Simples,Rural,Ondulado
836,116BSC2875,23.6,53.8,30.2,1790.0,2505.0,PAV,,2.0,15.0,3.0,20.0,8.285714285714286,29.0,1.0,3594.0,5.196285714285714,8.035,4.938,Simples,Rural,Ondulado
837,116BSC2890,53.8,59.8,6.0,2547.0,3539.0,PAV,,2.0,9.0,1.0,12.0,15.0,26.0,5.0,4405.0,5.7555,8.035,4.938,Simples,Rural,Ondulado
838,116BSC2891,59.8,111.5,51.7,2833.0,2918.0,PAV,A,9.0,36.0,7.0,52.0,10.0,34.0,1.0,4726.0,5.3400357142857136,8.035,4.938,Simples,Rural,Ondulado
839,116BSC2895,111.5,132.7,21.2,2542.0,2578.0,PAV,,3.0,7.0,2.0,12.0,8.0,18.0,1.0,4254.0,5.1265,5.346,4.938,Simples,Rural,Plano
840,116BSC2897,132.7,139.1,6.4,2021.0,2377.0,PAV,,2.0,5.0,0.0,7.0,9.0,17.0,5.0,4117.0,6.163666666666667,7.799,5.346,Simples,N/A,Montanhoso
841,116BSC2899,139.1,142.9,3.8,2489.0,2655.0,PAV,,4.0,7.0,0.0,11.0,19.5,21.0,18.0,4644.0,6.4864999999999995,8.035,4.938,Simples,Rural,Ondulado
842,116BSC2910,142.9,179.8,36.9,2127.5,2180.0,PAV,A,8.0,23.0,2.0,33.0,8.764705882352942,20.0,1.0,3859.0,5.579705882352941,8.035,4.938,Simples,Rural,Ondulado
843,116BSC2920,179.8,184.3,4.5,2065.0,2016.0,PAV,,0.0,5.0,0.0,5.0,12.5,20.0,5.0,3778.0,6.4864999999999995,8.035,4.938,Simples,Rural,Ondulado
844,116BSC2930,184.3,207.3,23.0,2308.0,2312.0,PAV,A,5.0,12.0,1.0,18.0,7.8,15.0,1.0,4237.0,5.3168999999999995,8.035,4.938,Simples,Rural,Ondulado
845,116BSC2940,207.3,220.4,13.1,2266.0,2259.0,PAV,,7.0,14.0,2.0,23.0,14.714285714285714,32.0,1.0,4027.0,6.079714285714286,8.035,4.938,Simples,Rural,Ondulado
846,116BSC2950,220.4,245.5,25.1,2958.0,3088.0,PAV,A,7.0,29.0,2.0,38.0,9.368421052631579,33.0,1.0,5266.0,6.308473684210527,8.035,4.938,Simples,Rural,Ondulado
847,116BSC2970,245.5,267.6,22.1,2928.0,2877.0,PAV,,4.0,26.0,0.0,30.0,13.4,42.0,5.0,5900.0,6.7834,8.035,4.938,Simples,Urbana,Ondulado
848,116BSC2990,267.6,310.2,42.6,2567.0,2578.0,PAV,A,3.0,11.0,1.0,15.0,5.916666666666667,13.0,1.0,5477.0,5.038916666666666,5.111,4.938,Simples,Rural,Plano
849,116BSP2243,4.9,7.9,3.0,10360.0,10871.0,DUP,,0.0,7.0,0.0,7.0,11.666666666666666,25.0,5.0,18330.0,4.778333333333333,4.971,4.682,Dupla,Urbana,Ondulado
850,116BSP2250,7.9,13.4,5.5,11209.0,11302.0,DUP,,1.0,4.0,0.0,5.0,7.0,11.0,5.0,19753.0,3.8670000000000004,4.682,2.237,Dupla,Urbana,Ondulado
851,116BSP2255,13.4,21.5,8.1,11209.0,11302.0,DUP,,3.0,6.0,1.0,10.0,9.2,19.0,1.0,19753.0,2.726,4.682,2.237,Dupla,Rural,Ondulado
852,116BSP2265,21.5,33.8,12.3,11297.0,11387.0,DUP,,3.0,15.0,0.0,18.0,15.6,26.0,10.0,19940.0,2.559,3.616,2.237,Dupla,Rural,Montanhoso
853,116BSP2270,33.8,36.4,2.6,12791.0,12059.0,DUP,,4.0,13.0,1.0,18.0,13.666666666666666,26.0,1.0,21160.0,2.3091666666666666,2.41,2.237,Dupla,Rural,Plano
854,116BSP2290,36.4,39.2,2.8,12933.0,12273.0,DUP,,3.0,13.0,0.0,16.0,34.0,35.0,33.0,22730.0,4.149,4.682,3.616,Dupla,Urbana,Montanhoso
855,116BSP2310,39.2,51.2,12.0,12915.0,11807.0,DUP,,5.0,28.0,3.0,36.0,16.727272727272727,39.0,5.0,22258.0,3.8900909090909095,4.971,2.237,Dupla,Urbana,Ondulado
856,116BSP2330,51.2,65.0,13.8,25464.0,19791.0,DUP,A,13.0,65.0,5.0,83.0,33.583333333333336,88.0,6.0,42246.0,4.512250000000001,4.971,2.266,Dupla,Urbana,Plano
857,116BSP2340,65.0,71.4,6.4,18619.0,17070.0,DUP,,9.0,29.0,3.0,41.0,32.166666666666664,61.0,1.0,36516.0,4.600666666666666,4.971,3.616,Dupla,Urbana,Ondulado
858,116BSP2345,71.4,74.5,3.1,15883.0,15247.0,DUP,,0.0,14.0,1.0,15.0,41.5,53.0,30.0,31527.0,4.682,4.682,4.682,Dupla,Urbana,Ondulado
859,116BSP2350,74.5,81.0,6.5,21437.0,21097.0,DUP,,4.0,14.0,3.0,21.0,22.6,49.0,6.0,36041.0,4.3086,4.971,2.237,Dupla,Urbana,Ondulado
860,116BSP2360,81.0,99.0,18.0,18795.0,18805.0,DUP,A,13.0,51.0,4.0,68.0,18.823529411764707,53.0,5.0,30922.0,4.645470588235294,4.971,2.237,Dupla,Urbana,Plano
861,116BSP2370,99.0,110.4,11.4,17251.0,20286.0,DUP,,21.0,82.0,4.0,107.0,48.3,145.0,8.0,33286.0,4.691000000000001,4.971,3.616,Dupla,Urbana,Ondulado
862,116BSP2390,110.4,117.4,7.0,25731.0,27197.0,DUP,,9.0,47.0,2.0,58.0,45.0,68.0,21.0,51431.0,4.600666666666666,4.971,3.616,Dupla,Urbana,Ondulado
863,116BSP2410,117.4,128.1,10.7,27361.0,27591.0,DUP,A,14.0,41.0,6.0,61.0,33.0,57.0,5.0,50880.0,3.3782222222222225,4.971,2.237,Dupla,Rural,Ondulado
864,116BSP2430,128.1,150.0,21.9,27810.0,29431.0,DUP,,43.0,205.0,15.0,263.0,60.142857142857146,165.0,18.0,51804.0,4.589047619047619,4.971,3.616,Dupla,Urbana,Ondulado
865,116BSP2450,150.0,169.2,19.2,28226.0,27231.0,DUP,B,22.0,107.0,2.0,131.0,32.388888888888886,71.0,5.0,48166.944444444445,4.708055555555556,4.971,3.616,Dupla,Urbana,Plano
866,116BSP2470,169.2,199.7,30.5,17068.0,16707.0,DUP,A,20.0,80.0,5.0,105.0,17.321428571428573,52.0,1.0,31329.678571428572,3.3526428571428575,4.971,2.237,Dupla,Rural,Montanhoso
867,116BSP2490,199.7,216.9,17.2,28084.0,25772.0,DUP,,61.0,310.0,17.0,388.0,114.5,495.0,32.0,44801.625,4.6085625,4.971,3.616,Dupla,Urbana,Plano
868,116BSP2510,216.9,218.8,1.9,28457.0,23910.0,DUP,,10.0,77.0,1.0,88.0,408.0,408.0,408.0,46393.0,4.971,4.971,4.971,Dupla,Urbana,Plano
869,116BSP2520,218.8,227.0,8.2,55591.0,52724.0,DUP,,35.0,247.0,4.0,286.0,188.85714285714286,341.0,129.0,106080.0,4.736142857142857,4.971,3.616,Dupla,Urbana,Plano
870,116BSP2530,227.0,231.6,4.6,65310.0,56009.0,DUP,,24.0,118.0,7.0,149.0,352.5,480.0,225.0,107428.0,4.682,4.682,4.682,Dupla,Urbana,Ondulado
871,116BSP2560,263.9,279.0,15.1,32410.5,30321.0,DUP,,42.0,283.0,12.0,337.0,115.21428571428571,317.0,26.0,52516.0,4.571,4.971,3.616,Dupla,Urbana,Ondulado
872,116BSP2565,279.0,283.0,4.0,15784.0,15767.0,DUP,,10.0,31.0,1.0,42.0,44.5,121.0,15.0,34608.0,4.4155,4.682,3.616,Dupla,Urbana,Ondulado
873,116BSP2570,283.0,315.0,32.0,15540.5,14998.5,DUP,A,37.0,102.0,5.0,144.0,20.4,58.0,6.0,25682.2,4.242166666666667,4.971,2.237,Dupla,Urbana,Ondulado
874,116BSP2575,315.0,331.7,16.7,13589.0,11915.0,DUP,,12.0,42.0,7.0,61.0,20.866666666666667,43.0,5.0,18432.533333333333,4.397733333333334,4.682,3.616,Dupla,Urbana,Ondulado
875,116BSP2582,331.7,356.8,25.1,13590.0,11915.0,DUP,,7.0,16.0,0.0,23.0,14.5,33.0,5.0,18047.0,4.2935,4.971,3.616,Dupla,Urbana,Montanhoso
876,116BSP2587,356.8,380.0,23.2,13590.0,11915.0,DUP,,11.0,26.0,2.0,39.0,9.823529411764707,22.0,1.0,19585.0,2.4874117647058824,4.682,2.237,Dupla,Rural,Ondulado
877,116BSP2610,397.4,409.5,12.1,11376.0,10895.0,DUP,,3.0,12.0,2.0,17.0,8.9,28.0,1.0,20473.0,3.0624000000000002,4.682,2.266,Dupla,Rural,Montanhoso
878,116BSP2630,409.5,442.0,32.5,13238.0,12491.0,DUP,A,20.0,58.0,8.0,86.0,15.923076923076923,71.0,1.0,21691.26923076923,3.5947692307692307,4.971,2.237,Dupla,Urbana,Ondulado
879,116BSP2650,442.0,460.9,18.9,11317.0,11555.0,DUP,,6.0,21.0,2.0,29.0,13.7,26.0,5.0,20381.0,2.9907000000000004,4.682,2.237,Dupla,Rural,Ondulado
880,116BSP2670,460.9,472.0,11.1,9251.0,10922.0,DUP,,2.0,16.0,4.0,22.0,13.4,25.0,5.0,17604.7,2.5075000000000003,4.682,2.237,Dupla,Rural,Ondulado
881,116BSP2685,472.0,546.7,74.7,11764.0,11207.0,DUP,B,36.0,177.0,11.0,224.0,16.625,83.0,1.0,19387.84375,2.442921875,4.682,2.237,Dupla,Rural,Ondulado
882,116BSP2700,546.7,564.6,17.9,11303.0,11376.0,DUP,,11.0,36.0,1.0,48.0,13.6,39.0,1.0,19878.0,2.3024,2.41,2.237,Dupla,Rural,Ondulado
883,122BCE0040,36.8,52.4,15.6,1448.0,1387.0,PAV,,0.0,1.0,0.0,1.0,5.0,5.0,5.0,3060.0,7.799,7.799,7.799,Simples,Urbana,Plano
884,135BBA0535,10.3,25.7,15.4,851.0,1076.0,PAV,,0.0,1.0,1.0,2.0,9.0,13.0,5.0,2273.0,5.111,5.111,5.111,Simples,Rural,Plano
885,135BBA0540,25.7,77.9,52.2,851.0,1074.0,PAV,,1.0,6.0,2.0,9.0,6.333333333333333,13.0,1.0,2267.0,5.086333333333333,5.346,4.938,Simples,Rural,Ondulado
886,135BBA0590,179.9,205.8,25.9,1077.0,1074.0,PAV,,1.0,16.0,2.0,19.0,10.7,28.0,1.0,2310.0,5.3341,7.799,4.938,Simples,Rural,Plano
887,135BBA0593,306.4,306.5,0.1,506.0,539.0,PAV,,0.0,1.0,2.0,3.0,10.333333333333334,13.0,5.0,1050.0,5.053333333333334,5.111,4.938,Simples,Rural,Plano
888,135BMA0020,0.0,7.6,7.6,1346.0,1413.0,DUP,,17.0,63.0,7.0,87.0,60.42857142857143,101.0,21.0,8088.0,3.7662857142857145,4.971,2.237,Dupla,Urbana,Plano
889,135BMA0030,7.6,12.4,4.8,1346.0,1413.0,DUP,,15.0,27.0,2.0,44.0,44.0,60.0,37.0,8088.0,2.25875,2.266,2.237,Dupla,Rural,Plano
890,135BMA0040,12.4,24.4,12.0,4950.0,5372.0,DUP,,16.0,40.0,3.0,59.0,28.333333333333332,84.0,7.0,8088.0,2.2466666666666666,2.266,2.237,Dupla,Rural,Ondulado
891,135BMA0050,24.9,51.3,26.4,4950.0,5372.0,DUP,,11.0,25.0,0.0,36.0,8.0,15.0,1.0,10677.176470588236,5.070294117647059,5.111,4.938,Simples,Rural,Plano
892,135BMA0070,51.3,69.3,18.0,3800.0,3918.0,PAV,,23.0,34.0,12.0,69.0,10.90625,28.0,1.0,8810.34375,5.257375,7.799,4.938,Simples,Rural,Plano
893,135BMA0090,95.6,104.1,8.5,3285.0,3605.0,PAV,,1.0,5.0,1.0,7.0,13.0,18.0,6.0,6955.0,5.111,5.111,5.111,Simples,Rural,Plano
894,135BMA0110,104.1,127.3,23.2,3200.0,3574.0,PAV,,6.0,8.0,4.0,18.0,8.166666666666666,18.0,1.0,6817.0,5.544583333333333,7.799,4.938,Simples,Rural,Plano
895,135BMA0130,127.3,134.2,6.9,2819.0,3173.0,PAV,,1.0,1.0,2.0,4.0,10.666666666666666,18.0,1.0,5927.0,6.028,8.035,4.938,Simples,Rural,Ondulado
896,135BMA0132,134.2,178.7,44.5,2877.0,3041.0,PAV,,9.0,9.0,0.0,18.0,4.153846153846154,10.0,1.0,5739.0,5.111,5.111,5.111,Simples,Rural,Plano
